time (s),/C0/PLUS (A)
41.31E-9,-234.7E-6
41.60E-9,-224.7E-6
41.85E-9,-189.9E-6
42.13E-9,-125.6E-6
42.37E-9,-75.04E-6
42.70E-9,-29.33E-6
43.00E-9,-11.81E-6
43.28E-9,-4.548E-6
43.59E-9,-1.913E-6
43.98E-9,-257.3E-9
44.52E-9,-217.3E-9
45.31E-9,177.0E-9
46.56E-9,-171.9E-9
49.01E-9,171.3E-9
51.00E-9,-170.9E-9
51.09E-9,-1.108E-6
51.21E-9,-1.072E-6
51.43E-9,21.98E-6
51.66E-9,115.2E-6
51.83E-9,216.5E-6
51.91E-9,266.5E-6
52.00E-9,314.2E-6
52.02E-9,314.7E-6
52.06E-9,311.8E-6
52.09E-9,309.0E-6
52.16E-9,302.9E-6
52.29E-9,286.8E-6
52.55E-9,226.5E-6
52.76E-9,161.7E-6
53.01E-9,97.99E-6
53.25E-9,55.58E-6
53.52E-9,27.92E-6
53.77E-9,14.21E-6
54.06E-9,6.591E-6
54.39E-9,2.598E-6
54.80E-9,763.0E-9
55.35E-9,113.1E-9
56.10E-9,8.027E-9
57.24E-9,-9.384E-9
58.62E-9,9.013E-9
60.00E-9,-8.930E-9
60.07E-9,2.195E-6
60.18E-9,1.790E-6
60.36E-9,-8.036E-6
60.62E-9,-80.38E-6
60.80E-9,-158.2E-6
60.90E-9,-197.3E-6
61.00E-9,-237.7E-6
61.02E-9,-238.3E-6
61.06E-9,-238.0E-6
61.10E-9,-237.6E-6
61.17E-9,-236.8E-6
61.31E-9,-234.7E-6
61.60E-9,-224.7E-6
61.85E-9,-189.7E-6
62.13E-9,-125.4E-6
62.37E-9,-74.89E-6
62.70E-9,-29.16E-6
63.00E-9,-11.76E-6
63.29E-9,-4.523E-6
63.59E-9,-1.903E-6
63.98E-9,-253.2E-9
64.52E-9,-216.7E-9
65.31E-9,177.1E-9
66.57E-9,-172.1E-9
69.03E-9,171.5E-9
71.00E-9,-171.0E-9
71.09E-9,-1.108E-6
71.21E-9,-1.073E-6
71.43E-9,21.45E-6
71.66E-9,114.6E-6
71.83E-9,215.8E-6
71.91E-9,266.1E-6
72.00E-9,314.2E-6
72.02E-9,314.7E-6
72.06E-9,311.8E-6
72.09E-9,309.0E-6
72.16E-9,302.9E-6
72.29E-9,286.7E-6
72.55E-9,226.3E-6
72.76E-9,161.5E-6
73.01E-9,97.82E-6
73.25E-9,55.68E-6
73.52E-9,27.97E-6
73.77E-9,14.25E-6
74.06E-9,6.607E-6
74.39E-9,2.603E-6
74.80E-9,768.0E-9
75.34E-9,111.9E-9
76.10E-9,10.15E-9
77.23E-9,-11.46E-9
78.62E-9,11.08E-9
80.00E-9,-11.00E-9
80.07E-9,2.195E-6
80.18E-9,1.790E-6
80.36E-9,-8.075E-6
80.62E-9,-80.39E-6
80.80E-9,-158.2E-6
80.90E-9,-197.3E-6
81.00E-9,-237.7E-6
81.02E-9,-238.3E-6
81.06E-9,-238.0E-6
81.10E-9,-237.6E-6
81.17E-9,-236.8E-6
81.31E-9,-234.7E-6
81.60E-9,-224.7E-6
81.85E-9,-189.7E-6
82.13E-9,-125.4E-6
82.37E-9,-74.90E-6
82.70E-9,-29.18E-6
83.00E-9,-11.77E-6
83.29E-9,-4.525E-6
83.59E-9,-1.904E-6
83.98E-9,-253.7E-9
84.52E-9,-216.8E-9
85.31E-9,177.1E-9
86.57E-9,-172.1E-9
89.03E-9,171.5E-9
91.00E-9,-171.0E-9
91.09E-9,-1.108E-6
91.21E-9,-1.073E-6
91.43E-9,21.50E-6
91.66E-9,114.7E-6
91.83E-9,215.8E-6
91.91E-9,266.2E-6
92.00E-9,314.2E-6
92.02E-9,314.7E-6
92.06E-9,311.8E-6
92.09E-9,309.0E-6
92.16E-9,302.9E-6
92.29E-9,286.7E-6
92.55E-9,226.3E-6
92.76E-9,161.5E-6
93.01E-9,97.84E-6
93.25E-9,55.67E-6
93.52E-9,27.97E-6
93.77E-9,14.24E-6
94.06E-9,6.605E-6
94.39E-9,2.603E-6
94.80E-9,767.4E-9
95.34E-9,112.0E-9
96.10E-9,9.924E-9
97.23E-9,-11.24E-9
98.62E-9,10.86E-9
100.0E-9,-10.78E-9
100.1E-9,2.195E-6
100.2E-9,1.790E-6
100.4E-9,-8.071E-6
100.6E-9,-80.39E-6
100.8E-9,-158.2E-6
100.9E-9,-197.3E-6
101.0E-9,-237.7E-6
101.0E-9,-238.3E-6
101.1E-9,-238.0E-6
101.1E-9,-237.6E-6
101.2E-9,-236.8E-6
101.3E-9,-234.7E-6
101.6E-9,-224.7E-6
101.9E-9,-189.7E-6
102.1E-9,-125.4E-6
102.4E-9,-74.90E-6
102.7E-9,-29.18E-6
103.0E-9,-11.76E-6
103.3E-9,-4.525E-6
103.6E-9,-1.904E-6
104.0E-9,-253.6E-9
104.5E-9,-216.7E-9
105.3E-9,177.1E-9
106.6E-9,-172.1E-9
109.0E-9,171.5E-9
111.0E-9,-171.0E-9
111.1E-9,-1.108E-6
111.2E-9,-1.073E-6
111.4E-9,21.50E-6
111.7E-9,114.6E-6
111.8E-9,215.8E-6
111.9E-9,266.2E-6
112.0E-9,314.2E-6
112.0E-9,314.7E-6
112.1E-9,311.8E-6
112.1E-9,309.0E-6
112.2E-9,302.9E-6
112.3E-9,286.7E-6
112.6E-9,226.3E-6
112.8E-9,161.5E-6
113.0E-9,97.84E-6
113.3E-9,55.67E-6
113.5E-9,27.97E-6
113.8E-9,14.24E-6
114.1E-9,6.606E-6
114.4E-9,2.603E-6
114.8E-9,767.5E-9
115.3E-9,112.0E-9
116.1E-9,9.949E-9
117.2E-9,-11.27E-9
118.6E-9,10.89E-9
120.0E-9,-10.80E-9
120.1E-9,2.195E-6
120.2E-9,1.790E-6
120.4E-9,-8.071E-6
120.6E-9,-80.39E-6
120.8E-9,-158.2E-6
120.9E-9,-197.3E-6
121.0E-9,-237.7E-6
121.0E-9,-238.3E-6
121.1E-9,-238.0E-6
121.1E-9,-237.6E-6
121.2E-9,-236.8E-6
121.3E-9,-234.7E-6
121.6E-9,-224.7E-6
121.9E-9,-189.7E-6
122.1E-9,-125.4E-6
122.4E-9,-74.90E-6
122.7E-9,-29.18E-6
123.0E-9,-11.76E-6
123.3E-9,-4.525E-6
123.6E-9,-1.904E-6
124.0E-9,-253.6E-9
124.5E-9,-216.7E-9
125.3E-9,177.1E-9
126.6E-9,-172.1E-9
129.0E-9,171.5E-9
131.0E-9,-171.0E-9
131.1E-9,-1.108E-6
131.2E-9,-1.073E-6
131.4E-9,21.50E-6
131.7E-9,114.6E-6
131.8E-9,215.8E-6
131.9E-9,266.2E-6
132.0E-9,314.2E-6
132.0E-9,314.7E-6
132.1E-9,311.8E-6
132.1E-9,309.0E-6
132.2E-9,302.9E-6
132.3E-9,286.7E-6
132.6E-9,226.3E-6
132.8E-9,161.5E-6
133.0E-9,97.84E-6
133.3E-9,55.67E-6
133.5E-9,27.97E-6
133.8E-9,14.24E-6
134.1E-9,6.605E-6
134.4E-9,2.603E-6
134.8E-9,767.5E-9
135.3E-9,112.0E-9
136.1E-9,9.946E-9
137.2E-9,-11.26E-9
138.6E-9,10.88E-9
140.0E-9,-10.80E-9
140.1E-9,2.195E-6
140.2E-9,1.790E-6
140.4E-9,-8.071E-6
140.6E-9,-80.39E-6
140.8E-9,-158.2E-6
140.9E-9,-197.3E-6
141.0E-9,-237.7E-6
141.0E-9,-238.3E-6
141.1E-9,-238.0E-6
141.1E-9,-237.6E-6
141.2E-9,-236.8E-6
141.3E-9,-234.7E-6
141.6E-9,-224.7E-6
141.9E-9,-189.7E-6
142.1E-9,-125.4E-6
142.4E-9,-74.90E-6
142.7E-9,-29.18E-6
143.0E-9,-11.76E-6
143.3E-9,-4.525E-6
143.6E-9,-1.904E-6
144.0E-9,-253.6E-9
144.5E-9,-216.7E-9
145.3E-9,177.1E-9
146.6E-9,-172.1E-9
149.0E-9,171.5E-9
151.0E-9,-171.0E-9
151.1E-9,-1.108E-6
151.2E-9,-1.073E-6
151.4E-9,21.50E-6
151.7E-9,114.6E-6
151.8E-9,215.8E-6
151.9E-9,266.2E-6
152.0E-9,314.2E-6
152.0E-9,314.7E-6
152.1E-9,311.8E-6
152.1E-9,309.0E-6
152.2E-9,302.9E-6
152.3E-9,286.7E-6
152.6E-9,226.3E-6
152.8E-9,161.5E-6
153.0E-9,97.84E-6
153.3E-9,55.67E-6
153.5E-9,27.97E-6
153.8E-9,14.24E-6
154.1E-9,6.605E-6
154.4E-9,2.603E-6
154.8E-9,767.5E-9
155.3E-9,112.0E-9
156.1E-9,9.947E-9
157.2E-9,-11.26E-9
158.6E-9,10.88E-9
160.0E-9,-10.80E-9
160.1E-9,2.195E-6
160.2E-9,1.790E-6
160.4E-9,-8.071E-6
160.6E-9,-80.39E-6
160.8E-9,-158.2E-6
160.9E-9,-197.3E-6
161.0E-9,-237.7E-6
161.0E-9,-238.3E-6
161.1E-9,-238.0E-6
161.1E-9,-237.6E-6
161.2E-9,-236.8E-6
161.3E-9,-234.7E-6
161.6E-9,-224.7E-6
161.9E-9,-189.7E-6
162.1E-9,-125.4E-6
162.4E-9,-74.90E-6
162.7E-9,-29.18E-6
163.0E-9,-11.76E-6
163.3E-9,-4.525E-6
163.6E-9,-1.904E-6
164.0E-9,-253.6E-9
164.5E-9,-216.7E-9
165.3E-9,177.1E-9
166.6E-9,-172.1E-9
169.0E-9,171.5E-9
171.0E-9,-171.0E-9
171.1E-9,-1.108E-6
171.2E-9,-1.073E-6
171.4E-9,21.50E-6
171.7E-9,114.6E-6
171.8E-9,215.8E-6
171.9E-9,266.2E-6
172.0E-9,314.2E-6
172.0E-9,314.7E-6
172.1E-9,311.8E-6
172.1E-9,309.0E-6
172.2E-9,302.9E-6
172.3E-9,286.7E-6
172.6E-9,226.3E-6
172.8E-9,161.5E-6
173.0E-9,97.84E-6
173.3E-9,55.67E-6
173.5E-9,27.97E-6
173.8E-9,14.24E-6
174.1E-9,6.605E-6
174.4E-9,2.603E-6
174.8E-9,767.5E-9
175.3E-9,112.0E-9
176.1E-9,9.946E-9
177.2E-9,-11.26E-9
178.6E-9,10.88E-9
180.0E-9,-10.80E-9
180.1E-9,2.195E-6
180.2E-9,1.790E-6
180.4E-9,-8.071E-6
180.6E-9,-80.39E-6
180.8E-9,-158.2E-6
180.9E-9,-197.3E-6
181.0E-9,-237.7E-6
181.0E-9,-238.3E-6
181.1E-9,-238.0E-6
181.1E-9,-237.6E-6
181.2E-9,-236.8E-6
181.3E-9,-234.7E-6
181.6E-9,-224.7E-6
181.9E-9,-189.7E-6
182.1E-9,-125.4E-6
182.4E-9,-74.90E-6
182.7E-9,-29.18E-6
183.0E-9,-11.76E-6
183.3E-9,-4.525E-6
183.6E-9,-1.904E-6
184.0E-9,-253.6E-9
184.5E-9,-216.7E-9
185.3E-9,177.1E-9
186.6E-9,-172.1E-9
189.0E-9,171.5E-9
191.0E-9,-171.0E-9
191.1E-9,-1.108E-6
191.2E-9,-1.073E-6
191.4E-9,21.50E-6
191.7E-9,114.6E-6
191.8E-9,215.8E-6
191.9E-9,266.2E-6
192.0E-9,314.2E-6
192.0E-9,314.7E-6
192.1E-9,311.8E-6
192.1E-9,309.0E-6
192.2E-9,302.9E-6
192.3E-9,286.7E-6
192.6E-9,226.3E-6
192.8E-9,161.5E-6
193.0E-9,97.84E-6
193.3E-9,55.67E-6
193.5E-9,27.97E-6
193.8E-9,14.24E-6
194.1E-9,6.605E-6
194.4E-9,2.603E-6
194.8E-9,767.5E-9
195.3E-9,112.0E-9
196.1E-9,9.946E-9
197.2E-9,-11.26E-9
198.6E-9,10.88E-9
200.0E-9,-10.80E-9
