time (s),/C0/PLUS (A)
41.00E-9,-241.1E-6
41.03E-9,-242.0E-6
41.09E-9,-241.9E-6
41.14E-9,-241.7E-6
41.25E-9,-241.5E-6
41.47E-9,-240.9E-6
41.91E-9,-239.6E-6
42.80E-9,-235.7E-6
43.72E-9,-223.4E-6
44.50E-9,-185.3E-6
45.40E-9,-120.0E-6
46.17E-9,-70.74E-6
47.40E-9,-22.91E-6
48.33E-9,-9.573E-6
48.91E-9,-5.186E-6
49.50E-9,-3.215E-6
49.55E-9,-4.090E-6
49.63E-9,-3.703E-6
49.74E-9,-3.149E-6
49.94E-9,26.24E-6
50.23E-9,162.8E-6
50.37E-9,245.3E-6
50.50E-9,329.2E-6
50.52E-9,330.8E-6
50.57E-9,329.9E-6
50.62E-9,329.1E-6
50.70E-9,327.4E-6
50.87E-9,323.8E-6
51.22E-9,316.1E-6
51.90E-9,295.2E-6
52.95E-9,223.5E-6
53.72E-9,150.7E-6
54.54E-9,88.69E-6
55.30E-9,49.94E-6
56.16E-9,25.31E-6
56.98E-9,12.68E-6
57.91E-9,5.819E-6
59.01E-9,2.107E-6
60.00E-9,1.001E-6
60.06E-9,3.312E-6
60.16E-9,3.048E-6
60.30E-9,-796.9E-9
60.59E-9,-72.50E-6
60.79E-9,-155.5E-6
61.00E-9,-241.1E-6
61.03E-9,-242.0E-6
61.09E-9,-241.9E-6
61.14E-9,-241.7E-6
61.25E-9,-241.5E-6
61.47E-9,-240.9E-6
61.91E-9,-239.6E-6
62.79E-9,-235.7E-6
63.72E-9,-223.4E-6
64.50E-9,-185.3E-6
65.40E-9,-120.0E-6
66.17E-9,-70.73E-6
67.40E-9,-22.90E-6
68.33E-9,-9.568E-6
68.91E-9,-5.185E-6
69.50E-9,-3.216E-6
69.55E-9,-4.090E-6
69.63E-9,-3.703E-6
69.74E-9,-3.149E-6
69.94E-9,26.21E-6
70.23E-9,162.8E-6
70.37E-9,245.3E-6
70.50E-9,329.2E-6
70.52E-9,330.8E-6
70.57E-9,329.9E-6
70.62E-9,329.1E-6
70.70E-9,327.4E-6
70.87E-9,323.8E-6
71.22E-9,316.1E-6
71.90E-9,295.2E-6
72.95E-9,223.5E-6
73.72E-9,150.7E-6
74.54E-9,88.68E-6
75.30E-9,49.94E-6
76.16E-9,25.31E-6
76.98E-9,12.68E-6
77.91E-9,5.820E-6
79.01E-9,2.107E-6
80.00E-9,1.001E-6
80.06E-9,3.312E-6
80.16E-9,3.048E-6
80.30E-9,-798.1E-9
80.59E-9,-72.51E-6
80.79E-9,-155.5E-6
81.00E-9,-241.1E-6
81.03E-9,-242.0E-6
81.09E-9,-241.9E-6
81.14E-9,-241.7E-6
81.25E-9,-241.5E-6
81.47E-9,-240.9E-6
81.91E-9,-239.6E-6
82.79E-9,-235.7E-6
83.72E-9,-223.4E-6
84.50E-9,-185.3E-6
85.40E-9,-120.0E-6
86.17E-9,-70.73E-6
87.40E-9,-22.90E-6
88.33E-9,-9.568E-6
88.91E-9,-5.184E-6
89.50E-9,-3.216E-6
89.55E-9,-4.090E-6
89.63E-9,-3.703E-6
89.74E-9,-3.149E-6
89.94E-9,26.21E-6
90.23E-9,162.8E-6
90.37E-9,245.3E-6
90.50E-9,329.2E-6
90.52E-9,330.8E-6
90.57E-9,329.9E-6
90.62E-9,329.1E-6
90.70E-9,327.4E-6
90.87E-9,323.8E-6
91.22E-9,316.1E-6
91.90E-9,295.2E-6
92.95E-9,223.5E-6
93.72E-9,150.7E-6
94.54E-9,88.68E-6
95.30E-9,49.94E-6
96.16E-9,25.31E-6
96.98E-9,12.68E-6
97.91E-9,5.820E-6
99.01E-9,2.107E-6
100.0E-9,1.001E-6
100.1E-9,3.312E-6
100.2E-9,3.048E-6
100.3E-9,-798.1E-9
100.6E-9,-72.52E-6
100.8E-9,-155.5E-6
101.0E-9,-241.1E-6
101.0E-9,-242.0E-6
101.1E-9,-241.9E-6
101.1E-9,-241.7E-6
101.3E-9,-241.5E-6
101.5E-9,-240.9E-6
101.9E-9,-239.6E-6
102.8E-9,-235.7E-6
103.7E-9,-223.4E-6
104.5E-9,-185.3E-6
105.4E-9,-120.0E-6
106.2E-9,-70.73E-6
107.4E-9,-22.90E-6
108.3E-9,-9.568E-6
108.9E-9,-5.184E-6
109.5E-9,-3.216E-6
109.5E-9,-4.090E-6
109.6E-9,-3.703E-6
109.7E-9,-3.149E-6
109.9E-9,26.21E-6
110.2E-9,162.8E-6
110.4E-9,245.3E-6
110.5E-9,329.2E-6
110.5E-9,330.8E-6
110.6E-9,329.9E-6
110.6E-9,329.1E-6
110.7E-9,327.4E-6
110.9E-9,323.8E-6
111.2E-9,316.1E-6
111.9E-9,295.2E-6
113.0E-9,223.5E-6
113.7E-9,150.7E-6
114.5E-9,88.68E-6
115.3E-9,49.94E-6
116.2E-9,25.31E-6
117.0E-9,12.68E-6
117.9E-9,5.820E-6
119.0E-9,2.107E-6
120.0E-9,1.001E-6
120.1E-9,3.312E-6
120.2E-9,3.048E-6
120.3E-9,-798.2E-9
120.6E-9,-72.52E-6
120.8E-9,-155.5E-6
121.0E-9,-241.1E-6
121.0E-9,-242.0E-6
121.1E-9,-241.9E-6
121.1E-9,-241.7E-6
121.3E-9,-241.5E-6
121.5E-9,-240.9E-6
121.9E-9,-239.6E-6
122.8E-9,-235.7E-6
123.7E-9,-223.4E-6
124.5E-9,-185.3E-6
125.4E-9,-120.0E-6
126.2E-9,-70.73E-6
127.4E-9,-22.90E-6
128.3E-9,-9.568E-6
128.9E-9,-5.184E-6
129.5E-9,-3.216E-6
129.5E-9,-4.090E-6
129.6E-9,-3.703E-6
129.7E-9,-3.149E-6
129.9E-9,26.21E-6
130.2E-9,162.8E-6
130.4E-9,245.3E-6
130.5E-9,329.2E-6
130.5E-9,330.8E-6
130.6E-9,329.9E-6
130.6E-9,329.1E-6
130.7E-9,327.4E-6
130.9E-9,323.8E-6
131.2E-9,316.1E-6
131.9E-9,295.2E-6
133.0E-9,223.5E-6
133.7E-9,150.7E-6
134.5E-9,88.68E-6
135.3E-9,49.94E-6
136.2E-9,25.31E-6
137.0E-9,12.68E-6
137.9E-9,5.820E-6
139.0E-9,2.107E-6
140.0E-9,1.001E-6
140.1E-9,3.312E-6
140.2E-9,3.048E-6
140.3E-9,-798.2E-9
140.6E-9,-72.52E-6
140.8E-9,-155.5E-6
141.0E-9,-241.1E-6
141.0E-9,-242.0E-6
141.1E-9,-241.9E-6
141.1E-9,-241.7E-6
141.3E-9,-241.5E-6
141.5E-9,-240.9E-6
141.9E-9,-239.6E-6
142.8E-9,-235.7E-6
143.7E-9,-223.4E-6
144.5E-9,-185.3E-6
145.4E-9,-120.0E-6
146.2E-9,-70.73E-6
147.4E-9,-22.90E-6
148.3E-9,-9.568E-6
148.9E-9,-5.184E-6
149.5E-9,-3.216E-6
149.5E-9,-4.090E-6
149.6E-9,-3.703E-6
149.7E-9,-3.149E-6
149.9E-9,26.21E-6
150.2E-9,162.8E-6
150.4E-9,245.3E-6
150.5E-9,329.2E-6
150.5E-9,330.8E-6
150.6E-9,329.9E-6
150.6E-9,329.1E-6
150.7E-9,327.4E-6
150.9E-9,323.8E-6
151.2E-9,316.1E-6
151.9E-9,295.2E-6
153.0E-9,223.5E-6
153.7E-9,150.7E-6
154.5E-9,88.68E-6
155.3E-9,49.94E-6
156.2E-9,25.31E-6
157.0E-9,12.68E-6
157.9E-9,5.820E-6
159.0E-9,2.107E-6
160.0E-9,1.001E-6
160.1E-9,3.312E-6
160.2E-9,3.048E-6
160.3E-9,-798.2E-9
160.6E-9,-72.52E-6
160.8E-9,-155.5E-6
161.0E-9,-241.1E-6
161.0E-9,-242.0E-6
161.1E-9,-241.9E-6
161.1E-9,-241.7E-6
161.3E-9,-241.5E-6
161.5E-9,-240.9E-6
161.9E-9,-239.6E-6
162.8E-9,-235.7E-6
163.7E-9,-223.4E-6
164.5E-9,-185.3E-6
165.4E-9,-120.0E-6
166.2E-9,-70.73E-6
167.4E-9,-22.90E-6
168.3E-9,-9.568E-6
168.9E-9,-5.184E-6
169.5E-9,-3.216E-6
169.5E-9,-4.090E-6
169.6E-9,-3.703E-6
169.7E-9,-3.149E-6
169.9E-9,26.21E-6
170.2E-9,162.8E-6
170.4E-9,245.3E-6
170.5E-9,329.2E-6
170.5E-9,330.8E-6
170.6E-9,329.9E-6
170.6E-9,329.1E-6
170.7E-9,327.4E-6
170.9E-9,323.8E-6
171.2E-9,316.1E-6
171.9E-9,295.2E-6
173.0E-9,223.5E-6
173.7E-9,150.7E-6
174.5E-9,88.68E-6
175.3E-9,49.94E-6
176.2E-9,25.31E-6
177.0E-9,12.68E-6
177.9E-9,5.820E-6
179.0E-9,2.107E-6
180.0E-9,1.001E-6
180.1E-9,3.312E-6
180.2E-9,3.048E-6
180.3E-9,-798.2E-9
180.6E-9,-72.52E-6
180.8E-9,-155.5E-6
181.0E-9,-241.1E-6
181.0E-9,-242.0E-6
181.1E-9,-241.9E-6
181.1E-9,-241.7E-6
181.3E-9,-241.5E-6
181.5E-9,-240.9E-6
181.9E-9,-239.6E-6
182.8E-9,-235.7E-6
183.7E-9,-223.4E-6
184.5E-9,-185.3E-6
185.4E-9,-120.0E-6
186.2E-9,-70.73E-6
187.4E-9,-22.90E-6
188.3E-9,-9.568E-6
188.9E-9,-5.184E-6
189.5E-9,-3.216E-6
189.5E-9,-4.090E-6
189.6E-9,-3.703E-6
189.7E-9,-3.149E-6
189.9E-9,26.21E-6
190.2E-9,162.8E-6
190.4E-9,245.3E-6
190.5E-9,329.2E-6
190.5E-9,330.8E-6
190.6E-9,329.9E-6
190.6E-9,329.1E-6
190.7E-9,327.4E-6
190.9E-9,323.8E-6
191.2E-9,316.1E-6
191.9E-9,295.2E-6
193.0E-9,223.5E-6
193.7E-9,150.7E-6
194.5E-9,88.68E-6
195.3E-9,49.94E-6
196.2E-9,25.31E-6
197.0E-9,12.68E-6
197.9E-9,5.820E-6
199.0E-9,2.107E-6
200.0E-9,1.001E-6
