time (s),/C0/PLUS (A)
72.50E-9,53.69E-6
72.64E-9,26.01E-6
72.78E-9,12.65E-6
72.91E-9,6.138E-6
73.08E-9,2.387E-6
73.30E-9,679.5E-9
73.58E-9,101.3E-9
73.97E-9,-4.082E-9
74.57E-9,1.954E-9
75.64E-9,-2.030E-9
77.78E-9,2.023E-9
80.00E-9,-2.018E-9
80.09E-9,1.772E-6
80.22E-9,1.020E-6
80.46E-9,-25.74E-6
80.63E-9,-83.98E-6
80.79E-9,-150.0E-6
80.89E-9,-190.7E-6
81.00E-9,-231.9E-6
81.02E-9,-231.8E-6
81.06E-9,-230.0E-6
81.10E-9,-227.8E-6
81.18E-9,-219.3E-6
81.32E-9,-172.7E-6
81.43E-9,-120.4E-6
81.56E-9,-68.32E-6
81.75E-9,-22.35E-6
81.90E-9,-9.358E-6
82.04E-9,-3.533E-6
82.20E-9,-1.443E-6
82.41E-9,-137.7E-9
82.71E-9,-144.2E-9
83.16E-9,135.6E-9
83.88E-9,-132.9E-9
85.33E-9,132.6E-9
88.24E-9,-132.4E-9
91.00E-9,132.3E-9
91.10E-9,-881.6E-9
91.24E-9,-632.1E-9
91.39E-9,11.64E-6
91.52E-9,47.74E-6
91.67E-9,116.8E-6
91.79E-9,186.1E-6
91.89E-9,241.9E-6
92.00E-9,285.8E-6
92.03E-9,278.5E-6
92.07E-9,261.2E-6
92.11E-9,241.7E-6
92.19E-9,196.8E-6
92.30E-9,133.7E-6
92.50E-9,53.68E-6
92.64E-9,26.00E-6
92.78E-9,12.64E-6
92.91E-9,6.136E-6
93.08E-9,2.386E-6
93.30E-9,679.2E-9
93.58E-9,101.2E-9
93.97E-9,-4.072E-9
94.57E-9,1.941E-9
95.64E-9,-2.016E-9
97.78E-9,2.009E-9
100.0E-9,-2.003E-9
100.1E-9,1.772E-6
100.2E-9,1.021E-6
100.5E-9,-25.72E-6
100.6E-9,-83.94E-6
100.8E-9,-150.0E-6
100.9E-9,-190.7E-6
101.0E-9,-231.9E-6
101.0E-9,-231.8E-6
101.1E-9,-230.0E-6
101.1E-9,-227.8E-6
101.2E-9,-219.3E-6
101.3E-9,-172.7E-6
101.4E-9,-120.4E-6
101.6E-9,-68.32E-6
101.8E-9,-22.34E-6
101.9E-9,-9.353E-6
102.0E-9,-3.531E-6
102.2E-9,-1.442E-6
102.4E-9,-137.5E-9
102.7E-9,-144.1E-9
103.2E-9,135.5E-9
103.9E-9,-132.8E-9
105.3E-9,132.5E-9
108.2E-9,-132.3E-9
111.0E-9,132.2E-9
111.1E-9,-881.7E-9
111.2E-9,-632.5E-9
111.4E-9,11.64E-6
111.5E-9,47.74E-6
111.7E-9,116.8E-6
111.8E-9,186.1E-6
111.9E-9,241.9E-6
112.0E-9,285.8E-6
112.0E-9,278.5E-6
112.1E-9,261.2E-6
112.1E-9,241.7E-6
112.2E-9,196.8E-6
112.3E-9,133.7E-6
112.5E-9,53.68E-6
112.6E-9,26.01E-6
112.8E-9,12.65E-6
112.9E-9,6.136E-6
113.1E-9,2.387E-6
113.3E-9,679.3E-9
113.6E-9,101.2E-9
114.0E-9,-4.075E-9
114.6E-9,1.945E-9
115.6E-9,-2.021E-9
117.8E-9,2.013E-9
120.0E-9,-2.008E-9
120.1E-9,1.772E-6
120.2E-9,1.021E-6
120.5E-9,-25.73E-6
120.6E-9,-83.96E-6
120.8E-9,-150.0E-6
120.9E-9,-190.7E-6
121.0E-9,-231.9E-6
121.0E-9,-231.8E-6
121.1E-9,-230.0E-6
121.1E-9,-227.8E-6
121.2E-9,-219.3E-6
121.3E-9,-172.7E-6
121.4E-9,-120.4E-6
121.6E-9,-68.32E-6
121.8E-9,-22.34E-6
121.9E-9,-9.354E-6
122.0E-9,-3.531E-6
122.2E-9,-1.443E-6
122.4E-9,-137.5E-9
122.7E-9,-144.1E-9
123.2E-9,135.6E-9
123.9E-9,-132.9E-9
125.3E-9,132.5E-9
128.2E-9,-132.4E-9
131.0E-9,132.3E-9
131.1E-9,-881.6E-9
131.2E-9,-632.4E-9
131.4E-9,11.64E-6
131.5E-9,47.74E-6
131.7E-9,116.8E-6
131.8E-9,186.1E-6
131.9E-9,241.9E-6
132.0E-9,285.8E-6
132.0E-9,278.5E-6
132.1E-9,261.2E-6
132.1E-9,241.7E-6
132.2E-9,196.8E-6
132.3E-9,133.7E-6
132.5E-9,53.68E-6
132.6E-9,26.00E-6
132.8E-9,12.65E-6
132.9E-9,6.136E-6
133.1E-9,2.387E-6
133.3E-9,679.3E-9
133.6E-9,101.2E-9
134.0E-9,-4.075E-9
134.6E-9,1.944E-9
135.6E-9,-2.019E-9
137.8E-9,2.012E-9
140.0E-9,-2.006E-9
140.1E-9,1.772E-6
140.2E-9,1.021E-6
140.5E-9,-25.72E-6
140.6E-9,-83.95E-6
140.8E-9,-150.0E-6
140.9E-9,-190.7E-6
141.0E-9,-231.9E-6
141.0E-9,-231.8E-6
141.1E-9,-230.0E-6
141.1E-9,-227.8E-6
141.2E-9,-219.3E-6
141.3E-9,-172.7E-6
141.4E-9,-120.4E-6
141.6E-9,-68.32E-6
141.8E-9,-22.34E-6
141.9E-9,-9.354E-6
142.0E-9,-3.531E-6
142.2E-9,-1.443E-6
142.4E-9,-137.5E-9
142.7E-9,-144.1E-9
143.2E-9,135.6E-9
143.9E-9,-132.9E-9
145.3E-9,132.5E-9
148.2E-9,-132.4E-9
151.0E-9,132.2E-9
151.1E-9,-881.6E-9
151.2E-9,-632.4E-9
151.4E-9,11.64E-6
151.5E-9,47.74E-6
151.7E-9,116.8E-6
151.8E-9,186.1E-6
151.9E-9,241.9E-6
152.0E-9,285.8E-6
152.0E-9,278.5E-6
152.1E-9,261.2E-6
152.1E-9,241.7E-6
152.2E-9,196.8E-6
152.3E-9,133.7E-6
152.5E-9,53.68E-6
152.6E-9,26.01E-6
152.8E-9,12.65E-6
152.9E-9,6.136E-6
153.1E-9,2.387E-6
153.3E-9,679.3E-9
153.6E-9,101.2E-9
154.0E-9,-4.075E-9
154.6E-9,1.944E-9
155.6E-9,-2.020E-9
157.8E-9,2.012E-9
160.0E-9,-2.007E-9
160.1E-9,1.772E-6
160.2E-9,1.021E-6
160.5E-9,-25.72E-6
160.6E-9,-83.95E-6
160.8E-9,-150.0E-6
160.9E-9,-190.7E-6
161.0E-9,-231.9E-6
161.0E-9,-231.8E-6
161.1E-9,-230.0E-6
161.1E-9,-227.8E-6
161.2E-9,-219.3E-6
161.3E-9,-172.7E-6
161.4E-9,-120.4E-6
161.6E-9,-68.32E-6
161.8E-9,-22.34E-6
161.9E-9,-9.354E-6
162.0E-9,-3.531E-6
162.2E-9,-1.443E-6
162.4E-9,-137.5E-9
162.7E-9,-144.1E-9
163.2E-9,135.6E-9
163.9E-9,-132.9E-9
165.3E-9,132.5E-9
168.2E-9,-132.4E-9
171.0E-9,132.3E-9
171.1E-9,-881.6E-9
171.2E-9,-632.4E-9
171.4E-9,11.64E-6
171.5E-9,47.74E-6
171.7E-9,116.8E-6
171.8E-9,186.1E-6
171.9E-9,241.9E-6
172.0E-9,285.8E-6
172.0E-9,278.5E-6
172.1E-9,261.2E-6
172.1E-9,241.7E-6
172.2E-9,196.8E-6
172.3E-9,133.7E-6
172.5E-9,53.68E-6
172.6E-9,26.00E-6
172.8E-9,12.65E-6
172.9E-9,6.136E-6
173.1E-9,2.387E-6
173.3E-9,679.3E-9
173.6E-9,101.2E-9
174.0E-9,-4.075E-9
174.6E-9,1.944E-9
175.6E-9,-2.020E-9
177.8E-9,2.012E-9
180.0E-9,-2.007E-9
180.1E-9,1.772E-6
180.2E-9,1.021E-6
180.5E-9,-25.72E-6
180.6E-9,-83.95E-6
180.8E-9,-150.0E-6
180.9E-9,-190.7E-6
181.0E-9,-231.9E-6
181.0E-9,-231.8E-6
181.1E-9,-230.0E-6
181.1E-9,-227.8E-6
181.2E-9,-219.3E-6
181.3E-9,-172.7E-6
181.4E-9,-120.4E-6
181.6E-9,-68.32E-6
181.8E-9,-22.34E-6
181.9E-9,-9.354E-6
182.0E-9,-3.531E-6
182.2E-9,-1.443E-6
182.4E-9,-137.5E-9
182.7E-9,-144.1E-9
183.2E-9,135.6E-9
183.9E-9,-132.9E-9
185.3E-9,132.5E-9
188.2E-9,-132.4E-9
191.0E-9,132.2E-9
191.1E-9,-881.6E-9
191.2E-9,-632.4E-9
191.4E-9,11.64E-6
191.5E-9,47.74E-6
191.7E-9,116.8E-6
191.8E-9,186.1E-6
191.9E-9,241.9E-6
192.0E-9,285.8E-6
192.0E-9,278.5E-6
192.1E-9,261.2E-6
192.1E-9,241.7E-6
192.2E-9,196.8E-6
192.3E-9,133.7E-6
192.5E-9,53.68E-6
192.6E-9,26.01E-6
192.8E-9,12.65E-6
192.9E-9,6.136E-6
193.1E-9,2.387E-6
193.3E-9,679.3E-9
193.6E-9,101.2E-9
194.0E-9,-4.075E-9
194.6E-9,1.944E-9
195.6E-9,-2.020E-9
197.8E-9,2.012E-9
200.0E-9,-2.007E-9
