time (s),/C0/PLUS (A)
27.19E-9,92.24E-9
28.46E-9,-156.2E-9
29.73E-9,159.4E-9
31.00E-9,-159.3E-9
31.07E-9,-1.238E-6
31.17E-9,-1.277E-6
31.34E-9,4.818E-6
31.52E-9,54.55E-6
31.74E-9,166.3E-6
31.87E-9,245.2E-6
32.00E-9,323.8E-6
32.02E-9,325.0E-6
32.07E-9,323.2E-6
32.11E-9,321.5E-6
32.20E-9,318.1E-6
32.37E-9,310.3E-6
32.70E-9,288.8E-6
33.21E-9,220.1E-6
33.61E-9,150.6E-6
34.05E-9,89.26E-6
34.43E-9,52.96E-6
34.89E-9,26.91E-6
35.33E-9,13.62E-6
35.83E-9,6.284E-6
36.41E-9,2.322E-6
37.15E-9,768.6E-9
38.11E-9,14.02E-9
39.06E-9,109.2E-9
40.00E-9,-89.94E-9
40.06E-9,2.388E-6
40.16E-9,2.166E-6
40.30E-9,-919.4E-9
40.57E-9,-65.64E-6
40.79E-9,-153.6E-6
41.00E-9,-239.8E-6
41.04E-9,-240.5E-6
41.11E-9,-240.3E-6
41.16E-9,-240.0E-6
41.28E-9,-239.4E-6
41.51E-9,-237.9E-6
41.97E-9,-233.1E-6
42.41E-9,-218.0E-6
42.83E-9,-174.5E-6
43.28E-9,-114.0E-6
43.70E-9,-65.04E-6
44.13E-9,-33.32E-6
44.63E-9,-13.69E-6
45.10E-9,-6.034E-6
45.64E-9,-1.943E-6
46.30E-9,-735.8E-9
47.19E-9,97.04E-9
48.45E-9,-161.9E-9
49.72E-9,165.1E-9
51.00E-9,-165.0E-9
51.07E-9,-1.238E-6
51.17E-9,-1.277E-6
51.34E-9,4.877E-6
51.52E-9,54.64E-6
51.74E-9,166.4E-6
51.87E-9,245.3E-6
52.00E-9,323.8E-6
52.02E-9,325.0E-6
52.07E-9,323.2E-6
52.11E-9,321.5E-6
52.20E-9,318.1E-6
52.37E-9,310.3E-6
52.70E-9,288.8E-6
53.21E-9,220.1E-6
53.61E-9,150.7E-6
54.05E-9,89.29E-6
54.43E-9,52.98E-6
54.89E-9,26.91E-6
55.33E-9,13.62E-6
55.83E-9,6.286E-6
56.41E-9,2.323E-6
57.15E-9,768.9E-9
58.11E-9,14.15E-9
59.06E-9,109.2E-9
60.00E-9,-89.92E-9
60.06E-9,2.388E-6
60.16E-9,2.166E-6
60.30E-9,-921.8E-9
60.57E-9,-65.67E-6
60.79E-9,-153.7E-6
61.00E-9,-239.8E-6
61.04E-9,-240.5E-6
61.11E-9,-240.3E-6
61.16E-9,-240.0E-6
61.28E-9,-239.4E-6
61.51E-9,-237.9E-6
61.97E-9,-233.1E-6
62.41E-9,-218.0E-6
62.83E-9,-174.5E-6
63.28E-9,-114.1E-6
63.70E-9,-65.06E-6
64.13E-9,-33.32E-6
64.63E-9,-13.69E-6
65.10E-9,-6.035E-6
65.64E-9,-1.943E-6
66.30E-9,-736.2E-9
67.19E-9,97.24E-9
68.45E-9,-162.1E-9
69.72E-9,165.3E-9
71.00E-9,-165.2E-9
71.07E-9,-1.238E-6
71.17E-9,-1.277E-6
71.34E-9,4.879E-6
71.52E-9,54.64E-6
71.74E-9,166.5E-6
71.87E-9,245.3E-6
72.00E-9,323.8E-6
72.02E-9,325.0E-6
72.07E-9,323.2E-6
72.11E-9,321.5E-6
72.20E-9,318.1E-6
72.37E-9,310.3E-6
72.70E-9,288.9E-6
73.21E-9,220.1E-6
73.61E-9,150.7E-6
74.05E-9,89.29E-6
74.43E-9,52.98E-6
74.89E-9,26.91E-6
75.33E-9,13.62E-6
75.83E-9,6.286E-6
76.41E-9,2.323E-6
77.15E-9,769.0E-9
78.11E-9,14.15E-9
79.06E-9,109.2E-9
80.00E-9,-89.92E-9
80.06E-9,2.388E-6
80.16E-9,2.166E-6
80.30E-9,-921.9E-9
80.57E-9,-65.67E-6
80.79E-9,-153.7E-6
81.00E-9,-239.8E-6
81.04E-9,-240.5E-6
81.11E-9,-240.3E-6
81.16E-9,-240.0E-6
81.28E-9,-239.4E-6
81.51E-9,-237.9E-6
81.97E-9,-233.1E-6
82.41E-9,-218.0E-6
82.83E-9,-174.5E-6
83.28E-9,-114.1E-6
83.70E-9,-65.06E-6
84.13E-9,-33.32E-6
84.63E-9,-13.69E-6
85.10E-9,-6.035E-6
85.64E-9,-1.943E-6
86.30E-9,-736.2E-9
87.19E-9,97.25E-9
88.45E-9,-162.1E-9
89.72E-9,165.3E-9
91.00E-9,-165.2E-9
91.07E-9,-1.238E-6
91.17E-9,-1.277E-6
91.34E-9,4.879E-6
91.52E-9,54.64E-6
91.74E-9,166.5E-6
91.87E-9,245.3E-6
92.00E-9,323.8E-6
92.02E-9,325.0E-6
92.07E-9,323.2E-6
92.11E-9,321.5E-6
92.20E-9,318.1E-6
92.37E-9,310.3E-6
92.70E-9,288.9E-6
93.21E-9,220.1E-6
93.61E-9,150.7E-6
94.05E-9,89.29E-6
94.43E-9,52.98E-6
94.89E-9,26.91E-6
95.33E-9,13.62E-6
95.83E-9,6.286E-6
96.41E-9,2.323E-6
97.15E-9,769.0E-9
98.11E-9,14.15E-9
99.06E-9,109.2E-9
100.0E-9,-89.92E-9
100.1E-9,2.388E-6
100.2E-9,2.166E-6
100.3E-9,-921.9E-9
100.6E-9,-65.67E-6
100.8E-9,-153.7E-6
101.0E-9,-239.8E-6
101.0E-9,-240.5E-6
101.1E-9,-240.3E-6
101.2E-9,-240.0E-6
101.3E-9,-239.4E-6
101.5E-9,-237.9E-6
102.0E-9,-233.1E-6
102.4E-9,-218.0E-6
102.8E-9,-174.5E-6
103.3E-9,-114.1E-6
103.7E-9,-65.06E-6
104.1E-9,-33.32E-6
104.6E-9,-13.69E-6
105.1E-9,-6.035E-6
105.6E-9,-1.943E-6
106.3E-9,-736.2E-9
107.2E-9,97.25E-9
108.4E-9,-162.1E-9
109.7E-9,165.3E-9
111.0E-9,-165.2E-9
111.1E-9,-1.238E-6
111.2E-9,-1.277E-6
111.3E-9,4.879E-6
111.5E-9,54.64E-6
111.7E-9,166.5E-6
111.9E-9,245.3E-6
112.0E-9,323.8E-6
112.0E-9,325.0E-6
112.1E-9,323.2E-6
112.1E-9,321.5E-6
112.2E-9,318.1E-6
112.4E-9,310.3E-6
112.7E-9,288.9E-6
113.2E-9,220.1E-6
113.6E-9,150.7E-6
114.0E-9,89.29E-6
114.4E-9,52.98E-6
114.9E-9,26.91E-6
115.3E-9,13.62E-6
115.8E-9,6.286E-6
116.4E-9,2.323E-6
117.2E-9,769.0E-9
118.1E-9,14.15E-9
119.1E-9,109.2E-9
120.0E-9,-89.92E-9
120.1E-9,2.388E-6
120.2E-9,2.166E-6
120.3E-9,-921.9E-9
120.6E-9,-65.67E-6
120.8E-9,-153.7E-6
121.0E-9,-239.8E-6
121.0E-9,-240.5E-6
121.1E-9,-240.3E-6
121.2E-9,-240.0E-6
121.3E-9,-239.4E-6
121.5E-9,-237.9E-6
122.0E-9,-233.1E-6
122.4E-9,-218.0E-6
122.8E-9,-174.5E-6
123.3E-9,-114.1E-6
123.7E-9,-65.06E-6
124.1E-9,-33.32E-6
124.6E-9,-13.69E-6
125.1E-9,-6.035E-6
125.6E-9,-1.943E-6
126.3E-9,-736.2E-9
127.2E-9,97.25E-9
128.4E-9,-162.1E-9
129.7E-9,165.3E-9
131.0E-9,-165.2E-9
131.1E-9,-1.238E-6
131.2E-9,-1.277E-6
131.3E-9,4.879E-6
131.5E-9,54.64E-6
131.7E-9,166.5E-6
131.9E-9,245.3E-6
132.0E-9,323.8E-6
132.0E-9,325.0E-6
132.1E-9,323.2E-6
132.1E-9,321.5E-6
132.2E-9,318.1E-6
132.4E-9,310.3E-6
132.7E-9,288.9E-6
133.2E-9,220.1E-6
133.6E-9,150.7E-6
134.0E-9,89.29E-6
134.4E-9,52.98E-6
134.9E-9,26.91E-6
135.3E-9,13.62E-6
135.8E-9,6.286E-6
136.4E-9,2.323E-6
137.2E-9,769.0E-9
138.1E-9,14.15E-9
139.1E-9,109.2E-9
140.0E-9,-89.92E-9
140.1E-9,2.388E-6
140.2E-9,2.166E-6
140.3E-9,-921.9E-9
140.6E-9,-65.67E-6
140.8E-9,-153.7E-6
141.0E-9,-239.8E-6
141.0E-9,-240.5E-6
141.1E-9,-240.3E-6
141.2E-9,-240.0E-6
141.3E-9,-239.4E-6
141.5E-9,-237.9E-6
142.0E-9,-233.1E-6
142.4E-9,-218.0E-6
142.8E-9,-174.5E-6
143.3E-9,-114.1E-6
143.7E-9,-65.06E-6
144.1E-9,-33.32E-6
144.6E-9,-13.69E-6
145.1E-9,-6.035E-6
145.6E-9,-1.943E-6
146.3E-9,-736.2E-9
147.2E-9,97.25E-9
148.4E-9,-162.1E-9
149.7E-9,165.3E-9
151.0E-9,-165.2E-9
151.1E-9,-1.238E-6
151.2E-9,-1.277E-6
151.3E-9,4.879E-6
151.5E-9,54.64E-6
151.7E-9,166.5E-6
151.9E-9,245.3E-6
152.0E-9,323.8E-6
152.0E-9,325.0E-6
152.1E-9,323.2E-6
152.1E-9,321.5E-6
152.2E-9,318.1E-6
152.4E-9,310.3E-6
152.7E-9,288.9E-6
153.2E-9,220.1E-6
153.6E-9,150.7E-6
154.0E-9,89.29E-6
154.4E-9,52.98E-6
154.9E-9,26.91E-6
155.3E-9,13.62E-6
155.8E-9,6.286E-6
156.4E-9,2.323E-6
157.2E-9,769.0E-9
158.1E-9,14.15E-9
159.1E-9,109.2E-9
160.0E-9,-89.92E-9
160.1E-9,2.388E-6
160.2E-9,2.166E-6
160.3E-9,-921.9E-9
160.6E-9,-65.67E-6
160.8E-9,-153.7E-6
161.0E-9,-239.8E-6
161.0E-9,-240.5E-6
161.1E-9,-240.3E-6
161.2E-9,-240.0E-6
161.3E-9,-239.4E-6
161.5E-9,-237.9E-6
162.0E-9,-233.1E-6
162.4E-9,-218.0E-6
162.8E-9,-174.5E-6
163.3E-9,-114.1E-6
163.7E-9,-65.06E-6
164.1E-9,-33.32E-6
164.6E-9,-13.69E-6
165.1E-9,-6.035E-6
165.6E-9,-1.943E-6
166.3E-9,-736.2E-9
167.2E-9,97.25E-9
168.4E-9,-162.1E-9
169.7E-9,165.3E-9
171.0E-9,-165.2E-9
171.1E-9,-1.238E-6
171.2E-9,-1.277E-6
171.3E-9,4.879E-6
171.5E-9,54.64E-6
171.7E-9,166.5E-6
171.9E-9,245.3E-6
172.0E-9,323.8E-6
172.0E-9,325.0E-6
172.1E-9,323.2E-6
172.1E-9,321.5E-6
172.2E-9,318.1E-6
172.4E-9,310.3E-6
172.7E-9,288.9E-6
173.2E-9,220.1E-6
173.6E-9,150.7E-6
174.0E-9,89.29E-6
174.4E-9,52.98E-6
174.9E-9,26.91E-6
175.3E-9,13.62E-6
175.8E-9,6.286E-6
176.4E-9,2.323E-6
177.2E-9,769.0E-9
178.1E-9,14.15E-9
179.1E-9,109.2E-9
180.0E-9,-89.92E-9
180.1E-9,2.388E-6
180.2E-9,2.166E-6
180.3E-9,-921.9E-9
180.6E-9,-65.67E-6
180.8E-9,-153.7E-6
181.0E-9,-239.8E-6
181.0E-9,-240.5E-6
181.1E-9,-240.3E-6
181.2E-9,-240.0E-6
181.3E-9,-239.4E-6
181.5E-9,-237.9E-6
182.0E-9,-233.1E-6
182.4E-9,-218.0E-6
182.8E-9,-174.5E-6
183.3E-9,-114.1E-6
183.7E-9,-65.06E-6
184.1E-9,-33.32E-6
184.6E-9,-13.69E-6
185.1E-9,-6.035E-6
185.6E-9,-1.943E-6
186.3E-9,-736.2E-9
187.2E-9,97.25E-9
188.4E-9,-162.1E-9
189.7E-9,165.3E-9
191.0E-9,-165.2E-9
191.1E-9,-1.238E-6
191.2E-9,-1.277E-6
191.3E-9,4.879E-6
191.5E-9,54.64E-6
191.7E-9,166.5E-6
191.9E-9,245.3E-6
192.0E-9,323.8E-6
192.0E-9,325.0E-6
192.1E-9,323.2E-6
192.1E-9,321.5E-6
192.2E-9,318.1E-6
192.4E-9,310.3E-6
192.7E-9,288.9E-6
193.2E-9,220.1E-6
193.6E-9,150.7E-6
194.0E-9,89.29E-6
194.4E-9,52.98E-6
194.9E-9,26.91E-6
195.3E-9,13.62E-6
195.8E-9,6.286E-6
196.4E-9,2.323E-6
197.2E-9,769.0E-9
198.1E-9,14.15E-9
199.1E-9,109.2E-9
200.0E-9,-89.92E-9
