time (s),/C0/PLUS (A)
39.04E-9,172.8E-9
40.00E-9,-172.7E-9
40.06E-9,2.355E-6
40.16E-9,2.085E-6
40.30E-9,-1.191E-6
40.58E-9,-67.20E-6
40.79E-9,-151.7E-6
41.00E-9,-239.2E-6
41.04E-9,-240.0E-6
41.11E-9,-239.7E-6
41.16E-9,-239.3E-6
41.28E-9,-238.6E-6
41.51E-9,-236.6E-6
41.98E-9,-228.1E-6
42.36E-9,-198.6E-6
42.81E-9,-129.9E-6
43.17E-9,-78.00E-6
43.64E-9,-33.16E-6
44.11E-9,-12.65E-6
44.53E-9,-4.974E-6
44.98E-9,-2.071E-6
45.54E-9,-329.6E-9
46.33E-9,-230.3E-9
47.46E-9,181.2E-9
49.27E-9,-179.3E-9
51.00E-9,179.6E-9
51.08E-9,-1.200E-6
51.20E-9,-1.238E-6
51.40E-9,14.75E-6
51.67E-9,126.1E-6
51.86E-9,241.2E-6
52.00E-9,321.6E-6
52.02E-9,322.6E-6
52.07E-9,320.4E-6
52.12E-9,318.3E-6
52.20E-9,313.9E-6
52.37E-9,303.6E-6
52.72E-9,269.2E-6
53.09E-9,200.1E-6
53.44E-9,132.5E-6
53.82E-9,74.76E-6
54.35E-9,29.89E-6
54.73E-9,15.48E-6
55.15E-9,6.985E-6
55.60E-9,3.235E-6
56.21E-9,756.2E-9
56.99E-9,341.6E-9
58.07E-9,-167.3E-9
59.03E-9,171.4E-9
60.00E-9,-171.3E-9
60.06E-9,2.355E-6
60.16E-9,2.085E-6
60.30E-9,-1.241E-6
60.58E-9,-67.67E-6
60.79E-9,-152.2E-6
61.00E-9,-239.2E-6
61.04E-9,-240.0E-6
61.11E-9,-239.7E-6
61.16E-9,-239.3E-6
61.28E-9,-238.6E-6
61.51E-9,-236.6E-6
61.97E-9,-228.2E-6
62.35E-9,-199.0E-6
62.81E-9,-130.2E-6
63.17E-9,-78.28E-6
63.63E-9,-33.44E-6
64.11E-9,-12.70E-6
64.52E-9,-5.000E-6
64.98E-9,-2.082E-6
65.54E-9,-334.0E-9
66.32E-9,-231.8E-9
67.46E-9,181.8E-9
69.25E-9,-179.8E-9
71.00E-9,180.2E-9
71.08E-9,-1.200E-6
71.20E-9,-1.238E-6
71.40E-9,15.07E-6
71.67E-9,126.3E-6
71.87E-9,241.4E-6
72.00E-9,321.6E-6
72.02E-9,322.6E-6
72.07E-9,320.4E-6
72.12E-9,318.3E-6
72.20E-9,313.9E-6
72.37E-9,303.7E-6
72.72E-9,269.4E-6
73.09E-9,200.3E-6
73.43E-9,132.7E-6
73.82E-9,74.92E-6
74.35E-9,29.85E-6
74.73E-9,15.46E-6
75.15E-9,6.972E-6
75.60E-9,3.231E-6
76.21E-9,754.0E-9
76.99E-9,341.4E-9
78.07E-9,-167.7E-9
79.03E-9,171.8E-9
80.00E-9,-171.7E-9
80.06E-9,2.355E-6
80.16E-9,2.085E-6
80.30E-9,-1.230E-6
80.58E-9,-67.57E-6
80.79E-9,-152.1E-6
81.00E-9,-239.2E-6
81.04E-9,-240.0E-6
81.11E-9,-239.7E-6
81.16E-9,-239.3E-6
81.28E-9,-238.6E-6
81.51E-9,-236.6E-6
81.97E-9,-228.1E-6
82.36E-9,-198.9E-6
82.81E-9,-130.2E-6
83.17E-9,-78.22E-6
83.63E-9,-33.38E-6
84.11E-9,-12.69E-6
84.52E-9,-4.994E-6
84.98E-9,-2.080E-6
85.54E-9,-333.1E-9
86.32E-9,-231.4E-9
87.46E-9,181.7E-9
89.26E-9,-179.7E-9
91.00E-9,180.1E-9
91.08E-9,-1.200E-6
91.20E-9,-1.238E-6
91.40E-9,15.00E-6
91.67E-9,126.3E-6
91.87E-9,241.4E-6
92.00E-9,321.6E-6
92.02E-9,322.6E-6
92.07E-9,320.4E-6
92.12E-9,318.3E-6
92.20E-9,313.9E-6
92.37E-9,303.7E-6
92.72E-9,269.3E-6
93.09E-9,200.2E-6
93.43E-9,132.6E-6
93.82E-9,74.89E-6
94.35E-9,29.86E-6
94.73E-9,15.47E-6
95.15E-9,6.975E-6
95.60E-9,3.232E-6
96.21E-9,754.5E-9
96.99E-9,341.5E-9
98.07E-9,-167.6E-9
99.03E-9,171.7E-9
100.0E-9,-171.6E-9
100.1E-9,2.355E-6
100.2E-9,2.085E-6
100.3E-9,-1.233E-6
100.6E-9,-67.59E-6
100.8E-9,-152.1E-6
101.0E-9,-239.2E-6
101.0E-9,-240.0E-6
101.1E-9,-239.7E-6
101.2E-9,-239.3E-6
101.3E-9,-238.6E-6
101.5E-9,-236.6E-6
102.0E-9,-228.1E-6
102.4E-9,-198.9E-6
102.8E-9,-130.2E-6
103.2E-9,-78.24E-6
103.6E-9,-33.39E-6
104.1E-9,-12.69E-6
104.5E-9,-4.996E-6
105.0E-9,-2.080E-6
105.5E-9,-333.3E-9
106.3E-9,-231.5E-9
107.5E-9,181.7E-9
109.3E-9,-179.7E-9
111.0E-9,180.1E-9
111.1E-9,-1.200E-6
111.2E-9,-1.238E-6
111.4E-9,15.02E-6
111.7E-9,126.3E-6
111.9E-9,241.4E-6
112.0E-9,321.6E-6
112.0E-9,322.6E-6
112.1E-9,320.4E-6
112.1E-9,318.3E-6
112.2E-9,313.9E-6
112.4E-9,303.7E-6
112.7E-9,269.3E-6
113.1E-9,200.2E-6
113.4E-9,132.6E-6
113.8E-9,74.90E-6
114.4E-9,29.86E-6
114.7E-9,15.47E-6
115.2E-9,6.974E-6
115.6E-9,3.232E-6
116.2E-9,754.4E-9
117.0E-9,341.5E-9
118.1E-9,-167.7E-9
119.0E-9,171.7E-9
120.0E-9,-171.6E-9
120.1E-9,2.355E-6
120.2E-9,2.085E-6
120.3E-9,-1.232E-6
120.6E-9,-67.59E-6
120.8E-9,-152.1E-6
121.0E-9,-239.2E-6
121.0E-9,-240.0E-6
121.1E-9,-239.7E-6
121.2E-9,-239.3E-6
121.3E-9,-238.6E-6
121.5E-9,-236.6E-6
122.0E-9,-228.1E-6
122.4E-9,-198.9E-6
122.8E-9,-130.2E-6
123.2E-9,-78.23E-6
123.6E-9,-33.39E-6
124.1E-9,-12.69E-6
124.5E-9,-4.995E-6
125.0E-9,-2.080E-6
125.5E-9,-333.3E-9
126.3E-9,-231.5E-9
127.5E-9,181.7E-9
129.3E-9,-179.7E-9
131.0E-9,180.1E-9
131.1E-9,-1.200E-6
131.2E-9,-1.238E-6
131.4E-9,15.02E-6
131.7E-9,126.3E-6
131.9E-9,241.4E-6
132.0E-9,321.6E-6
132.0E-9,322.6E-6
132.1E-9,320.4E-6
132.1E-9,318.3E-6
132.2E-9,313.9E-6
132.4E-9,303.7E-6
132.7E-9,269.3E-6
133.1E-9,200.2E-6
133.4E-9,132.6E-6
133.8E-9,74.90E-6
134.4E-9,29.86E-6
134.7E-9,15.47E-6
135.2E-9,6.974E-6
135.6E-9,3.232E-6
136.2E-9,754.4E-9
137.0E-9,341.5E-9
138.1E-9,-167.7E-9
139.0E-9,171.7E-9
140.0E-9,-171.6E-9
140.1E-9,2.355E-6
140.2E-9,2.085E-6
140.3E-9,-1.232E-6
140.6E-9,-67.59E-6
140.8E-9,-152.1E-6
141.0E-9,-239.2E-6
141.0E-9,-240.0E-6
141.1E-9,-239.7E-6
141.2E-9,-239.3E-6
141.3E-9,-238.6E-6
141.5E-9,-236.6E-6
142.0E-9,-228.1E-6
142.4E-9,-198.9E-6
142.8E-9,-130.2E-6
143.2E-9,-78.23E-6
143.6E-9,-33.39E-6
144.1E-9,-12.69E-6
144.5E-9,-4.995E-6
145.0E-9,-2.080E-6
145.5E-9,-333.3E-9
146.3E-9,-231.5E-9
147.5E-9,181.7E-9
149.3E-9,-179.7E-9
151.0E-9,180.1E-9
151.1E-9,-1.200E-6
151.2E-9,-1.238E-6
151.4E-9,15.02E-6
151.7E-9,126.3E-6
151.9E-9,241.4E-6
152.0E-9,321.6E-6
152.0E-9,322.6E-6
152.1E-9,320.4E-6
152.1E-9,318.3E-6
152.2E-9,313.9E-6
152.4E-9,303.7E-6
152.7E-9,269.3E-6
153.1E-9,200.2E-6
153.4E-9,132.6E-6
153.8E-9,74.90E-6
154.4E-9,29.86E-6
154.7E-9,15.47E-6
155.2E-9,6.974E-6
155.6E-9,3.232E-6
156.2E-9,754.4E-9
157.0E-9,341.5E-9
158.1E-9,-167.7E-9
159.0E-9,171.7E-9
160.0E-9,-171.6E-9
160.1E-9,2.355E-6
160.2E-9,2.085E-6
160.3E-9,-1.232E-6
160.6E-9,-67.59E-6
160.8E-9,-152.1E-6
161.0E-9,-239.2E-6
161.0E-9,-240.0E-6
161.1E-9,-239.7E-6
161.2E-9,-239.3E-6
161.3E-9,-238.6E-6
161.5E-9,-236.6E-6
162.0E-9,-228.1E-6
162.4E-9,-198.9E-6
162.8E-9,-130.2E-6
163.2E-9,-78.23E-6
163.6E-9,-33.39E-6
164.1E-9,-12.69E-6
164.5E-9,-4.995E-6
165.0E-9,-2.080E-6
165.5E-9,-333.3E-9
166.3E-9,-231.5E-9
167.5E-9,181.7E-9
169.3E-9,-179.7E-9
171.0E-9,180.1E-9
171.1E-9,-1.200E-6
171.2E-9,-1.238E-6
171.4E-9,15.02E-6
171.7E-9,126.3E-6
171.9E-9,241.4E-6
172.0E-9,321.6E-6
172.0E-9,322.6E-6
172.1E-9,320.4E-6
172.1E-9,318.3E-6
172.2E-9,313.9E-6
172.4E-9,303.7E-6
172.7E-9,269.3E-6
173.1E-9,200.2E-6
173.4E-9,132.6E-6
173.8E-9,74.90E-6
174.4E-9,29.86E-6
174.7E-9,15.47E-6
175.2E-9,6.974E-6
175.6E-9,3.232E-6
176.2E-9,754.4E-9
177.0E-9,341.5E-9
178.1E-9,-167.7E-9
179.0E-9,171.7E-9
180.0E-9,-171.6E-9
180.1E-9,2.355E-6
180.2E-9,2.085E-6
180.3E-9,-1.232E-6
180.6E-9,-67.59E-6
180.8E-9,-152.1E-6
181.0E-9,-239.2E-6
181.0E-9,-240.0E-6
181.1E-9,-239.7E-6
181.2E-9,-239.3E-6
181.3E-9,-238.6E-6
181.5E-9,-236.6E-6
182.0E-9,-228.1E-6
182.4E-9,-198.9E-6
182.8E-9,-130.2E-6
183.2E-9,-78.23E-6
183.6E-9,-33.39E-6
184.1E-9,-12.69E-6
184.5E-9,-4.995E-6
185.0E-9,-2.080E-6
185.5E-9,-333.3E-9
186.3E-9,-231.5E-9
187.5E-9,181.7E-9
189.3E-9,-179.7E-9
191.0E-9,180.1E-9
191.1E-9,-1.200E-6
191.2E-9,-1.238E-6
191.4E-9,15.02E-6
191.7E-9,126.3E-6
191.9E-9,241.4E-6
192.0E-9,321.6E-6
192.0E-9,322.6E-6
192.1E-9,320.4E-6
192.1E-9,318.3E-6
192.2E-9,313.9E-6
192.4E-9,303.7E-6
192.7E-9,269.3E-6
193.1E-9,200.2E-6
193.4E-9,132.6E-6
193.8E-9,74.90E-6
194.4E-9,29.86E-6
194.7E-9,15.47E-6
195.2E-9,6.974E-6
195.6E-9,3.232E-6
196.2E-9,754.4E-9
197.0E-9,341.5E-9
198.1E-9,-167.7E-9
199.0E-9,171.7E-9
200.0E-9,-171.6E-9
